,Unnamed: 0,Thermal file,Thermal mask file
2866,2866,Scene 1/SyncT/02386.jpg,Scene 1/thermalMasks/02386.jpg
4273,1005,Scene 2/SyncT/01046.jpg,Scene 2/thermalMasks/01046.jpg
6472,1364,Scene 3/SyncT/01140.jpg,Scene 3/thermalMasks/01140.jpg
598,598,Scene 1/SyncT/00389.jpg,Scene 1/thermalMasks/00389.jpg
7885,2777,Scene 3/SyncT/02337.jpg,Scene 3/thermalMasks/02337.jpg
2367,2367,Scene 1/SyncT/02136.jpg,Scene 1/thermalMasks/02136.jpg
5208,100,Scene 3/SyncT/00166.jpg,Scene 3/thermalMasks/00166.jpg
3411,143,Scene 2/SyncT/00328.jpg,Scene 2/thermalMasks/00328.jpg
5403,295,Scene 3/SyncT/00246.jpg,Scene 3/thermalMasks/00246.jpg
2100,2100,Scene 1/SyncT/02003.jpg,Scene 1/thermalMasks/02003.jpg
2683,2683,Scene 1/SyncT/02294.jpg,Scene 1/thermalMasks/02294.jpg
5201,93,Scene 3/SyncT/00164.jpg,Scene 3/thermalMasks/00164.jpg
2981,2981,Scene 1/SyncT/00360.jpg,Scene 1/thermalMasks/00360.jpg
936,936,Scene 1/SyncT/01286.jpg,Scene 1/thermalMasks/01286.jpg
7681,2573,Scene 3/SyncT/02133.jpg,Scene 3/thermalMasks/02133.jpg
1972,1972,Scene 1/SyncT/01939.jpg,Scene 1/thermalMasks/01939.jpg
537,537,Scene 1/SyncT/00328.jpg,Scene 1/thermalMasks/00328.jpg
7146,2038,Scene 3/SyncT/01598.jpg,Scene 3/thermalMasks/01598.jpg
262,262,Scene 1/SyncT/00164.jpg,Scene 1/thermalMasks/00164.jpg
5666,558,Scene 3/SyncT/00818.jpg,Scene 3/thermalMasks/00818.jpg
5945,837,Scene 3/SyncT/00911.jpg,Scene 3/thermalMasks/00911.jpg
3150,3150,Scene 1/SyncT/00529.jpg,Scene 1/thermalMasks/00529.jpg
3762,494,Scene 2/SyncT/00574.jpg,Scene 2/thermalMasks/00574.jpg
7300,2192,Scene 3/SyncT/01752.jpg,Scene 3/thermalMasks/01752.jpg
4362,1094,Scene 2/SyncT/01261.jpg,Scene 2/thermalMasks/01261.jpg
3600,332,Scene 2/SyncT/00461.jpg,Scene 2/thermalMasks/00461.jpg
2289,2289,Scene 1/SyncT/02097.jpg,Scene 1/thermalMasks/02097.jpg
3068,3068,Scene 1/SyncT/00447.jpg,Scene 1/thermalMasks/00447.jpg
6788,1680,Scene 3/SyncT/01298.jpg,Scene 3/thermalMasks/01298.jpg
1234,1234,Scene 1/SyncT/01570.jpg,Scene 1/thermalMasks/01570.jpg
6611,1503,Scene 3/SyncT/01209.jpg,Scene 3/thermalMasks/01209.jpg
1633,1633,Scene 1/SyncT/01769.jpg,Scene 1/thermalMasks/01769.jpg
5777,669,Scene 3/SyncT/00855.jpg,Scene 3/thermalMasks/00855.jpg
2016,2016,Scene 1/SyncT/01961.jpg,Scene 1/thermalMasks/01961.jpg
3162,3162,Scene 1/SyncT/00541.jpg,Scene 1/thermalMasks/00541.jpg
4224,956,Scene 2/SyncT/01022.jpg,Scene 2/thermalMasks/01022.jpg
6789,1681,Scene 3/SyncT/01298.jpg,Scene 3/thermalMasks/01298.jpg
3845,577,Scene 2/SyncT/00657.jpg,Scene 2/thermalMasks/00657.jpg
7577,2469,Scene 3/SyncT/02029.jpg,Scene 3/thermalMasks/02029.jpg
377,377,Scene 1/SyncT/00221.jpg,Scene 1/thermalMasks/00221.jpg
7186,2078,Scene 3/SyncT/01638.jpg,Scene 3/thermalMasks/01638.jpg
7439,2331,Scene 3/SyncT/01891.jpg,Scene 3/thermalMasks/01891.jpg
5836,728,Scene 3/SyncT/00874.jpg,Scene 3/thermalMasks/00874.jpg
3568,300,Scene 2/SyncT/00429.jpg,Scene 2/thermalMasks/00429.jpg
4466,1198,Scene 2/SyncT/01365.jpg,Scene 2/thermalMasks/01365.jpg
1116,1116,Scene 1/SyncT/01458.jpg,Scene 1/thermalMasks/01458.jpg
5737,629,Scene 3/SyncT/00841.jpg,Scene 3/thermalMasks/00841.jpg
2508,2508,Scene 1/SyncT/02207.jpg,Scene 1/thermalMasks/02207.jpg
2728,2728,Scene 1/SyncT/02317.jpg,Scene 1/thermalMasks/02317.jpg
7811,2703,Scene 3/SyncT/02263.jpg,Scene 3/thermalMasks/02263.jpg
2167,2167,Scene 1/SyncT/02036.jpg,Scene 1/thermalMasks/02036.jpg
1558,1558,Scene 1/SyncT/01732.jpg,Scene 1/thermalMasks/01732.jpg
6360,1252,Scene 3/SyncT/01084.jpg,Scene 3/thermalMasks/01084.jpg
7119,2011,Scene 3/SyncT/01571.jpg,Scene 3/thermalMasks/01571.jpg
6893,1785,Scene 3/SyncT/01350.jpg,Scene 3/thermalMasks/01350.jpg
875,875,Scene 1/SyncT/01255.jpg,Scene 1/thermalMasks/01255.jpg
3697,429,Scene 2/SyncT/00521.jpg,Scene 2/thermalMasks/00521.jpg
3191,3191,Scene 1/SyncT/00570.jpg,Scene 1/thermalMasks/00570.jpg
7025,1917,Scene 3/SyncT/01477.jpg,Scene 3/thermalMasks/01477.jpg
4814,1546,Scene 2/SyncT/01825.jpg,Scene 2/thermalMasks/01825.jpg
1176,1176,Scene 1/SyncT/01518.jpg,Scene 1/thermalMasks/01518.jpg
4549,1281,Scene 2/SyncT/01579.jpg,Scene 2/thermalMasks/01579.jpg
7733,2625,Scene 3/SyncT/02185.jpg,Scene 3/thermalMasks/02185.jpg
4343,1075,Scene 2/SyncT/01242.jpg,Scene 2/thermalMasks/01242.jpg
3248,3248,Scene 1/SyncT/01226.jpg,Scene 1/thermalMasks/01226.jpg
1537,1537,Scene 1/SyncT/01721.jpg,Scene 1/thermalMasks/01721.jpg
6029,921,Scene 3/SyncT/00939.jpg,Scene 3/thermalMasks/00939.jpg
3835,567,Scene 2/SyncT/00647.jpg,Scene 2/thermalMasks/00647.jpg
1836,1836,Scene 1/SyncT/01871.jpg,Scene 1/thermalMasks/01871.jpg
4827,1559,Scene 2/SyncT/01832.jpg,Scene 2/thermalMasks/01832.jpg
4026,758,Scene 2/SyncT/00838.jpg,Scene 2/thermalMasks/00838.jpg
2704,2704,Scene 1/SyncT/02305.jpg,Scene 1/thermalMasks/02305.jpg
3491,223,Scene 2/SyncT/00368.jpg,Scene 2/thermalMasks/00368.jpg
5305,197,Scene 3/SyncT/00198.jpg,Scene 3/thermalMasks/00198.jpg
7672,2564,Scene 3/SyncT/02124.jpg,Scene 3/thermalMasks/02124.jpg
366,366,Scene 1/SyncT/00216.jpg,Scene 1/thermalMasks/00216.jpg
5470,362,Scene 3/SyncT/00279.jpg,Scene 3/thermalMasks/00279.jpg
387,387,Scene 1/SyncT/00226.jpg,Scene 1/thermalMasks/00226.jpg
1283,1283,Scene 1/SyncT/01594.jpg,Scene 1/thermalMasks/01594.jpg
2857,2857,Scene 1/SyncT/02381.jpg,Scene 1/thermalMasks/02381.jpg
7489,2381,Scene 3/SyncT/01941.jpg,Scene 3/thermalMasks/01941.jpg
950,950,Scene 1/SyncT/01293.jpg,Scene 1/thermalMasks/01293.jpg
6447,1339,Scene 3/SyncT/01127.jpg,Scene 3/thermalMasks/01127.jpg
7666,2558,Scene 3/SyncT/02118.jpg,Scene 3/thermalMasks/02118.jpg
1464,1464,Scene 1/SyncT/01685.jpg,Scene 1/thermalMasks/01685.jpg
6102,994,Scene 3/SyncT/00963.jpg,Scene 3/thermalMasks/00963.jpg
4048,780,Scene 2/SyncT/00860.jpg,Scene 2/thermalMasks/00860.jpg
252,252,Scene 1/SyncT/00159.jpg,Scene 1/thermalMasks/00159.jpg
6252,1144,Scene 3/SyncT/01030.jpg,Scene 3/thermalMasks/01030.jpg
724,724,Scene 1/SyncT/00515.jpg,Scene 1/thermalMasks/00515.jpg
3705,437,Scene 2/SyncT/00525.jpg,Scene 2/thermalMasks/00525.jpg
7411,2303,Scene 3/SyncT/01863.jpg,Scene 3/thermalMasks/01863.jpg
2792,2792,Scene 1/SyncT/02349.jpg,Scene 1/thermalMasks/02349.jpg
1387,1387,Scene 1/SyncT/01646.jpg,Scene 1/thermalMasks/01646.jpg
7788,2680,Scene 3/SyncT/02240.jpg,Scene 3/thermalMasks/02240.jpg
6741,1633,Scene 3/SyncT/01274.jpg,Scene 3/thermalMasks/01274.jpg
6090,982,Scene 3/SyncT/00959.jpg,Scene 3/thermalMasks/00959.jpg
3374,106,Scene 2/SyncT/00310.jpg,Scene 2/thermalMasks/00310.jpg
5342,234,Scene 3/SyncT/00215.jpg,Scene 3/thermalMasks/00215.jpg
5407,299,Scene 3/SyncT/00248.jpg,Scene 3/thermalMasks/00248.jpg
6940,1832,Scene 3/SyncT/01392.jpg,Scene 3/thermalMasks/01392.jpg
4263,995,Scene 2/SyncT/01041.jpg,Scene 2/thermalMasks/01041.jpg
5010,1742,Scene 2/SyncT/02009.jpg,Scene 2/thermalMasks/02009.jpg
4903,1635,Scene 2/SyncT/01902.jpg,Scene 2/thermalMasks/01902.jpg
4986,1718,Scene 2/SyncT/01985.jpg,Scene 2/thermalMasks/01985.jpg
6184,1076,Scene 3/SyncT/00996.jpg,Scene 3/thermalMasks/00996.jpg
6818,1710,Scene 3/SyncT/01313.jpg,Scene 3/thermalMasks/01313.jpg
6309,1201,Scene 3/SyncT/01058.jpg,Scene 3/thermalMasks/01058.jpg
468,468,Scene 1/SyncT/00267.jpg,Scene 1/thermalMasks/00267.jpg
7326,2218,Scene 3/SyncT/01778.jpg,Scene 3/thermalMasks/01778.jpg
4124,856,Scene 2/SyncT/00936.jpg,Scene 2/thermalMasks/00936.jpg
2134,2134,Scene 1/SyncT/02020.jpg,Scene 1/thermalMasks/02020.jpg
7486,2378,Scene 3/SyncT/01938.jpg,Scene 3/thermalMasks/01938.jpg
7120,2012,Scene 3/SyncT/01572.jpg,Scene 3/thermalMasks/01572.jpg
3860,592,Scene 2/SyncT/00672.jpg,Scene 2/thermalMasks/00672.jpg
5887,779,Scene 3/SyncT/00891.jpg,Scene 3/thermalMasks/00891.jpg
6625,1517,Scene 3/SyncT/01216.jpg,Scene 3/thermalMasks/01216.jpg
3831,563,Scene 2/SyncT/00643.jpg,Scene 2/thermalMasks/00643.jpg
7588,2480,Scene 3/SyncT/02040.jpg,Scene 3/thermalMasks/02040.jpg
2433,2433,Scene 1/SyncT/02169.jpg,Scene 1/thermalMasks/02169.jpg
922,922,Scene 1/SyncT/01279.jpg,Scene 1/thermalMasks/01279.jpg
4853,1585,Scene 2/SyncT/01852.jpg,Scene 2/thermalMasks/01852.jpg
210,210,Scene 1/SyncT/00138.jpg,Scene 1/thermalMasks/00138.jpg
3041,3041,Scene 1/SyncT/00420.jpg,Scene 1/thermalMasks/00420.jpg
5563,455,Scene 3/SyncT/00781.jpg,Scene 3/thermalMasks/00781.jpg
1562,1562,Scene 1/SyncT/01734.jpg,Scene 1/thermalMasks/01734.jpg
7402,2294,Scene 3/SyncT/01854.jpg,Scene 3/thermalMasks/01854.jpg
1800,1800,Scene 1/SyncT/01853.jpg,Scene 1/thermalMasks/01853.jpg
5577,469,Scene 3/SyncT/00788.jpg,Scene 3/thermalMasks/00788.jpg
3975,707,Scene 2/SyncT/00787.jpg,Scene 2/thermalMasks/00787.jpg
4562,1294,Scene 2/SyncT/01592.jpg,Scene 2/thermalMasks/01592.jpg
7503,2395,Scene 3/SyncT/01955.jpg,Scene 3/thermalMasks/01955.jpg
7096,1988,Scene 3/SyncT/01548.jpg,Scene 3/thermalMasks/01548.jpg
306,306,Scene 1/SyncT/00186.jpg,Scene 1/thermalMasks/00186.jpg
5827,719,Scene 3/SyncT/00871.jpg,Scene 3/thermalMasks/00871.jpg
2746,2746,Scene 1/SyncT/02326.jpg,Scene 1/thermalMasks/02326.jpg
4612,1344,Scene 2/SyncT/01642.jpg,Scene 2/thermalMasks/01642.jpg
2708,2708,Scene 1/SyncT/02307.jpg,Scene 1/thermalMasks/02307.jpg
6055,947,Scene 3/SyncT/00947.jpg,Scene 3/thermalMasks/00947.jpg
2777,2777,Scene 1/SyncT/02341.jpg,Scene 1/thermalMasks/02341.jpg
5244,136,Scene 3/SyncT/00178.jpg,Scene 3/thermalMasks/00178.jpg
1508,1508,Scene 1/SyncT/01707.jpg,Scene 1/thermalMasks/01707.jpg
4787,1519,Scene 2/SyncT/01812.jpg,Scene 2/thermalMasks/01812.jpg
6400,1292,Scene 3/SyncT/01104.jpg,Scene 3/thermalMasks/01104.jpg
2178,2178,Scene 1/SyncT/02042.jpg,Scene 1/thermalMasks/02042.jpg
4006,738,Scene 2/SyncT/00818.jpg,Scene 2/thermalMasks/00818.jpg
7685,2577,Scene 3/SyncT/02137.jpg,Scene 3/thermalMasks/02137.jpg
4335,1067,Scene 2/SyncT/01234.jpg,Scene 2/thermalMasks/01234.jpg
6396,1288,Scene 3/SyncT/01102.jpg,Scene 3/thermalMasks/01102.jpg
5126,18,Scene 3/SyncT/00108.jpg,Scene 3/thermalMasks/00108.jpg
5006,1738,Scene 2/SyncT/02005.jpg,Scene 2/thermalMasks/02005.jpg
6316,1208,Scene 3/SyncT/01062.jpg,Scene 3/thermalMasks/01062.jpg
1096,1096,Scene 1/SyncT/01438.jpg,Scene 1/thermalMasks/01438.jpg
3791,523,Scene 2/SyncT/00603.jpg,Scene 2/thermalMasks/00603.jpg
5771,663,Scene 3/SyncT/00853.jpg,Scene 3/thermalMasks/00853.jpg
7887,2779,Scene 3/SyncT/02339.jpg,Scene 3/thermalMasks/02339.jpg
1514,1514,Scene 1/SyncT/01710.jpg,Scene 1/thermalMasks/01710.jpg
4188,920,Scene 2/SyncT/01000.jpg,Scene 2/thermalMasks/01000.jpg
5053,1785,Scene 2/SyncT/02052.jpg,Scene 2/thermalMasks/02052.jpg
4092,824,Scene 2/SyncT/00904.jpg,Scene 2/thermalMasks/00904.jpg
2201,2201,Scene 1/SyncT/02053.jpg,Scene 1/thermalMasks/02053.jpg
7815,2707,Scene 3/SyncT/02267.jpg,Scene 3/thermalMasks/02267.jpg
4974,1706,Scene 2/SyncT/01973.jpg,Scene 2/thermalMasks/01973.jpg
1925,1925,Scene 1/SyncT/01915.jpg,Scene 1/thermalMasks/01915.jpg
7544,2436,Scene 3/SyncT/01996.jpg,Scene 3/thermalMasks/01996.jpg
3711,443,Scene 2/SyncT/00528.jpg,Scene 2/thermalMasks/00528.jpg
668,668,Scene 1/SyncT/00459.jpg,Scene 1/thermalMasks/00459.jpg
4820,1552,Scene 2/SyncT/01828.jpg,Scene 2/thermalMasks/01828.jpg
4002,734,Scene 2/SyncT/00814.jpg,Scene 2/thermalMasks/00814.jpg
2814,2814,Scene 1/SyncT/02360.jpg,Scene 1/thermalMasks/02360.jpg
865,865,Scene 1/SyncT/01250.jpg,Scene 1/thermalMasks/01250.jpg
4498,1230,Scene 2/SyncT/01528.jpg,Scene 2/thermalMasks/01528.jpg
5440,332,Scene 3/SyncT/00264.jpg,Scene 3/thermalMasks/00264.jpg
7468,2360,Scene 3/SyncT/01920.jpg,Scene 3/thermalMasks/01920.jpg
266,266,Scene 1/SyncT/00166.jpg,Scene 1/thermalMasks/00166.jpg
5272,164,Scene 3/SyncT/00188.jpg,Scene 3/thermalMasks/00188.jpg
4296,1028,Scene 2/SyncT/01195.jpg,Scene 2/thermalMasks/01195.jpg
4292,1024,Scene 2/SyncT/01063.jpg,Scene 2/thermalMasks/01063.jpg
7750,2642,Scene 3/SyncT/02202.jpg,Scene 3/thermalMasks/02202.jpg
2744,2744,Scene 1/SyncT/02325.jpg,Scene 1/thermalMasks/02325.jpg
6731,1623,Scene 3/SyncT/01269.jpg,Scene 3/thermalMasks/01269.jpg
3514,246,Scene 2/SyncT/00380.jpg,Scene 2/thermalMasks/00380.jpg
7533,2425,Scene 3/SyncT/01985.jpg,Scene 3/thermalMasks/01985.jpg
3301,33,Scene 2/SyncT/00247.jpg,Scene 2/thermalMasks/00247.jpg
54,54,Scene 1/SyncT/00077.jpg,Scene 1/thermalMasks/00077.jpg
265,265,Scene 1/SyncT/00165.jpg,Scene 1/thermalMasks/00165.jpg
2175,2175,Scene 1/SyncT/02040.jpg,Scene 1/thermalMasks/02040.jpg
3901,633,Scene 2/SyncT/00713.jpg,Scene 2/thermalMasks/00713.jpg
5471,363,Scene 3/SyncT/00280.jpg,Scene 3/thermalMasks/00280.jpg
7213,2105,Scene 3/SyncT/01665.jpg,Scene 3/thermalMasks/01665.jpg
7209,2101,Scene 3/SyncT/01661.jpg,Scene 3/thermalMasks/01661.jpg
3266,3266,Scene 1/SyncT/01244.jpg,Scene 1/thermalMasks/01244.jpg
1938,1938,Scene 1/SyncT/01922.jpg,Scene 1/thermalMasks/01922.jpg
4624,1356,Scene 2/SyncT/01654.jpg,Scene 2/thermalMasks/01654.jpg
1056,1056,Scene 1/SyncT/01398.jpg,Scene 1/thermalMasks/01398.jpg
5831,723,Scene 3/SyncT/00873.jpg,Scene 3/thermalMasks/00873.jpg
4250,982,Scene 2/SyncT/01035.jpg,Scene 2/thermalMasks/01035.jpg
7198,2090,Scene 3/SyncT/01650.jpg,Scene 3/thermalMasks/01650.jpg
6190,1082,Scene 3/SyncT/00999.jpg,Scene 3/thermalMasks/00999.jpg
1349,1349,Scene 1/SyncT/01627.jpg,Scene 1/thermalMasks/01627.jpg
5516,408,Scene 3/SyncT/00761.jpg,Scene 3/thermalMasks/00761.jpg
2186,2186,Scene 1/SyncT/02046.jpg,Scene 1/thermalMasks/02046.jpg
5970,862,Scene 3/SyncT/00919.jpg,Scene 3/thermalMasks/00919.jpg
7834,2726,Scene 3/SyncT/02286.jpg,Scene 3/thermalMasks/02286.jpg
6271,1163,Scene 3/SyncT/01039.jpg,Scene 3/thermalMasks/01039.jpg
7850,2742,Scene 3/SyncT/02302.jpg,Scene 3/thermalMasks/02302.jpg
4531,1263,Scene 2/SyncT/01561.jpg,Scene 2/thermalMasks/01561.jpg
808,808,Scene 1/SyncT/00599.jpg,Scene 1/thermalMasks/00599.jpg
1573,1573,Scene 1/SyncT/01739.jpg,Scene 1/thermalMasks/01739.jpg
7325,2217,Scene 3/SyncT/01777.jpg,Scene 3/thermalMasks/01777.jpg
3951,683,Scene 2/SyncT/00763.jpg,Scene 2/thermalMasks/00763.jpg
4261,993,Scene 2/SyncT/01040.jpg,Scene 2/thermalMasks/01040.jpg
3766,498,Scene 2/SyncT/00578.jpg,Scene 2/thermalMasks/00578.jpg
7,7,Scene 1/SyncT/00050.jpg,Scene 1/thermalMasks/00050.jpg
7047,1939,Scene 3/SyncT/01499.jpg,Scene 3/thermalMasks/01499.jpg
6499,1391,Scene 3/SyncT/01153.jpg,Scene 3/thermalMasks/01153.jpg
4971,1703,Scene 2/SyncT/01970.jpg,Scene 2/thermalMasks/01970.jpg
2138,2138,Scene 1/SyncT/02022.jpg,Scene 1/thermalMasks/02022.jpg
4308,1040,Scene 2/SyncT/01207.jpg,Scene 2/thermalMasks/01207.jpg
5989,881,Scene 3/SyncT/00925.jpg,Scene 3/thermalMasks/00925.jpg
435,435,Scene 1/SyncT/00250.jpg,Scene 1/thermalMasks/00250.jpg
7654,2546,Scene 3/SyncT/02106.jpg,Scene 3/thermalMasks/02106.jpg
4405,1137,Scene 2/SyncT/01304.jpg,Scene 2/thermalMasks/01304.jpg
804,804,Scene 1/SyncT/00595.jpg,Scene 1/thermalMasks/00595.jpg
3497,229,Scene 2/SyncT/00371.jpg,Scene 2/thermalMasks/00371.jpg
2031,2031,Scene 1/SyncT/01968.jpg,Scene 1/thermalMasks/01968.jpg
7407,2299,Scene 3/SyncT/01859.jpg,Scene 3/thermalMasks/01859.jpg
648,648,Scene 1/SyncT/00439.jpg,Scene 1/thermalMasks/00439.jpg
3128,3128,Scene 1/SyncT/00507.jpg,Scene 1/thermalMasks/00507.jpg
5467,359,Scene 3/SyncT/00278.jpg,Scene 3/thermalMasks/00278.jpg
436,436,Scene 1/SyncT/00251.jpg,Scene 1/thermalMasks/00251.jpg
1162,1162,Scene 1/SyncT/01504.jpg,Scene 1/thermalMasks/01504.jpg
5196,88,Scene 3/SyncT/00161.jpg,Scene 3/thermalMasks/00161.jpg
7572,2464,Scene 3/SyncT/02024.jpg,Scene 3/thermalMasks/02024.jpg
439,439,Scene 1/SyncT/00252.jpg,Scene 1/thermalMasks/00252.jpg
7466,2358,Scene 3/SyncT/01918.jpg,Scene 3/thermalMasks/01918.jpg
4059,791,Scene 2/SyncT/00871.jpg,Scene 2/thermalMasks/00871.jpg
7129,2021,Scene 3/SyncT/01581.jpg,Scene 3/thermalMasks/01581.jpg
5414,306,Scene 3/SyncT/00251.jpg,Scene 3/thermalMasks/00251.jpg
2038,2038,Scene 1/SyncT/01972.jpg,Scene 1/thermalMasks/01972.jpg
5849,741,Scene 3/SyncT/00879.jpg,Scene 3/thermalMasks/00879.jpg
2935,2935,Scene 1/SyncT/00314.jpg,Scene 1/thermalMasks/00314.jpg
863,863,Scene 1/SyncT/01249.jpg,Scene 1/thermalMasks/01249.jpg
7753,2645,Scene 3/SyncT/02205.jpg,Scene 3/thermalMasks/02205.jpg
6515,1407,Scene 3/SyncT/01161.jpg,Scene 3/thermalMasks/01161.jpg
2310,2310,Scene 1/SyncT/02108.jpg,Scene 1/thermalMasks/02108.jpg
1850,1850,Scene 1/SyncT/01878.jpg,Scene 1/thermalMasks/01878.jpg
5865,757,Scene 3/SyncT/00884.jpg,Scene 3/thermalMasks/00884.jpg
6243,1135,Scene 3/SyncT/01025.jpg,Scene 3/thermalMasks/01025.jpg
3298,30,Scene 2/SyncT/00244.jpg,Scene 2/thermalMasks/00244.jpg
7701,2593,Scene 3/SyncT/02153.jpg,Scene 3/thermalMasks/02153.jpg
7916,2808,Scene 3/SyncT/02368.jpg,Scene 3/thermalMasks/02368.jpg
3363,95,Scene 2/SyncT/00304.jpg,Scene 2/thermalMasks/00304.jpg
5702,594,Scene 3/SyncT/00830.jpg,Scene 3/thermalMasks/00830.jpg
5337,229,Scene 3/SyncT/00213.jpg,Scene 3/thermalMasks/00213.jpg
417,417,Scene 1/SyncT/00241.jpg,Scene 1/thermalMasks/00241.jpg
4708,1440,Scene 2/SyncT/01738.jpg,Scene 2/thermalMasks/01738.jpg
4557,1289,Scene 2/SyncT/01587.jpg,Scene 2/thermalMasks/01587.jpg
2654,2654,Scene 1/SyncT/02280.jpg,Scene 1/thermalMasks/02280.jpg
3817,549,Scene 2/SyncT/00629.jpg,Scene 2/thermalMasks/00629.jpg
7076,1968,Scene 3/SyncT/01528.jpg,Scene 3/thermalMasks/01528.jpg
200,200,Scene 1/SyncT/00133.jpg,Scene 1/thermalMasks/00133.jpg
1334,1334,Scene 1/SyncT/01620.jpg,Scene 1/thermalMasks/01620.jpg
579,579,Scene 1/SyncT/00370.jpg,Scene 1/thermalMasks/00370.jpg
50,50,Scene 1/SyncT/00076.jpg,Scene 1/thermalMasks/00076.jpg
1989,1989,Scene 1/SyncT/01947.jpg,Scene 1/thermalMasks/01947.jpg
3785,517,Scene 2/SyncT/00597.jpg,Scene 2/thermalMasks/00597.jpg
6142,1034,Scene 3/SyncT/00969.jpg,Scene 3/thermalMasks/00969.jpg
6579,1471,Scene 3/SyncT/01193.jpg,Scene 3/thermalMasks/01193.jpg
28,28,Scene 1/SyncT/00069.jpg,Scene 1/thermalMasks/00069.jpg
7515,2407,Scene 3/SyncT/01967.jpg,Scene 3/thermalMasks/01967.jpg
2900,2900,Scene 1/SyncT/00279.jpg,Scene 1/thermalMasks/00279.jpg
3107,3107,Scene 1/SyncT/00486.jpg,Scene 1/thermalMasks/00486.jpg
1557,1557,Scene 1/SyncT/01731.jpg,Scene 1/thermalMasks/01731.jpg
5607,499,Scene 3/SyncT/00798.jpg,Scene 3/thermalMasks/00798.jpg
4480,1212,Scene 2/SyncT/01379.jpg,Scene 2/thermalMasks/01379.jpg
4428,1160,Scene 2/SyncT/01327.jpg,Scene 2/thermalMasks/01327.jpg
2586,2586,Scene 1/SyncT/02246.jpg,Scene 1/thermalMasks/02246.jpg
3648,380,Scene 2/SyncT/00496.jpg,Scene 2/thermalMasks/00496.jpg
6356,1248,Scene 3/SyncT/01082.jpg,Scene 3/thermalMasks/01082.jpg
6114,1006,Scene 3/SyncT/00968.jpg,Scene 3/thermalMasks/00968.jpg
7611,2503,Scene 3/SyncT/02063.jpg,Scene 3/thermalMasks/02063.jpg
6863,1755,Scene 3/SyncT/01335.jpg,Scene 3/thermalMasks/01335.jpg
1716,1716,Scene 1/SyncT/01811.jpg,Scene 1/thermalMasks/01811.jpg
4262,994,Scene 2/SyncT/01041.jpg,Scene 2/thermalMasks/01041.jpg
2218,2218,Scene 1/SyncT/02062.jpg,Scene 1/thermalMasks/02062.jpg
5303,195,Scene 3/SyncT/00198.jpg,Scene 3/thermalMasks/00198.jpg
2878,2878,Scene 1/SyncT/02392.jpg,Scene 1/thermalMasks/02392.jpg
2605,2605,Scene 1/SyncT/02255.jpg,Scene 1/thermalMasks/02255.jpg
5754,646,Scene 3/SyncT/00847.jpg,Scene 3/thermalMasks/00847.jpg
715,715,Scene 1/SyncT/00506.jpg,Scene 1/thermalMasks/00506.jpg
6964,1856,Scene 3/SyncT/01416.jpg,Scene 3/thermalMasks/01416.jpg
4526,1258,Scene 2/SyncT/01556.jpg,Scene 2/thermalMasks/01556.jpg
6422,1314,Scene 3/SyncT/01115.jpg,Scene 3/thermalMasks/01115.jpg
3108,3108,Scene 1/SyncT/00487.jpg,Scene 1/thermalMasks/00487.jpg
5676,568,Scene 3/SyncT/00821.jpg,Scene 3/thermalMasks/00821.jpg
6707,1599,Scene 3/SyncT/01257.jpg,Scene 3/thermalMasks/01257.jpg
1893,1893,Scene 1/SyncT/01899.jpg,Scene 1/thermalMasks/01899.jpg
5454,346,Scene 3/SyncT/00271.jpg,Scene 3/thermalMasks/00271.jpg
7452,2344,Scene 3/SyncT/01904.jpg,Scene 3/thermalMasks/01904.jpg
5775,667,Scene 3/SyncT/00854.jpg,Scene 3/thermalMasks/00854.jpg
4108,840,Scene 2/SyncT/00920.jpg,Scene 2/thermalMasks/00920.jpg
7317,2209,Scene 3/SyncT/01769.jpg,Scene 3/thermalMasks/01769.jpg
5065,1797,Scene 2/SyncT/02064.jpg,Scene 2/thermalMasks/02064.jpg
3583,315,Scene 2/SyncT/00444.jpg,Scene 2/thermalMasks/00444.jpg
1823,1823,Scene 1/SyncT/01864.jpg,Scene 1/thermalMasks/01864.jpg
3469,201,Scene 2/SyncT/00357.jpg,Scene 2/thermalMasks/00357.jpg
3824,556,Scene 2/SyncT/00636.jpg,Scene 2/thermalMasks/00636.jpg
1615,1615,Scene 1/SyncT/01760.jpg,Scene 1/thermalMasks/01760.jpg
4843,1575,Scene 2/SyncT/01842.jpg,Scene 2/thermalMasks/01842.jpg
3209,3209,Scene 1/SyncT/00588.jpg,Scene 1/thermalMasks/00588.jpg
6372,1264,Scene 3/SyncT/01090.jpg,Scene 3/thermalMasks/01090.jpg
6636,1528,Scene 3/SyncT/01222.jpg,Scene 3/thermalMasks/01222.jpg
2892,2892,Scene 1/SyncT/02399.jpg,Scene 1/thermalMasks/02399.jpg
1486,1486,Scene 1/SyncT/01696.jpg,Scene 1/thermalMasks/01696.jpg
1770,1770,Scene 1/SyncT/01838.jpg,Scene 1/thermalMasks/01838.jpg
3076,3076,Scene 1/SyncT/00455.jpg,Scene 1/thermalMasks/00455.jpg
2154,2154,Scene 1/SyncT/02030.jpg,Scene 1/thermalMasks/02030.jpg
2852,2852,Scene 1/SyncT/02379.jpg,Scene 1/thermalMasks/02379.jpg
5165,57,Scene 3/SyncT/00146.jpg,Scene 3/thermalMasks/00146.jpg
2429,2429,Scene 1/SyncT/02167.jpg,Scene 1/thermalMasks/02167.jpg
